Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Brong Ahafo,Sunyani Municipal,Abesim Eye Clinic,Clinic,Abesim,CHAG,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Fofie Memorial Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani West,Holy Daniel Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,SDA Hospital,Hospital,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Tain,Anyekrom Health Centre,Health Centre,Anyekrom,Government,8.0396604,-2.3813621
Brong Ahafo,Tain,Nyarko Maternity Home,Maternity Home,Seikwa,Private,8.0396604,-2.3813621
Brong Ahafo,Pru,Zabrama Health Centre,Health Centre,Zabrama,Private,8.0445086,-1.2891036
Brong Ahafo,Kintampo South,Adom Maternity Home,Maternity Home,Kimtampo,Private,7.8685183,-1.7538817
Brong Ahafo,Kintampo South,Apesika Clinic,Clinic,Apesika,Private,7.8685183,-1.7538817
Brong Ahafo,Kintampo South,Mansie Clinic,Clinic,Mansie,Private,7.8685183,-1.7538817
Brong Ahafo,Tano South,Brosankro Maternity Home,Maternity Home,Brosankro,Private,7.1315171,-2.027319
Brong Ahafo,Jaman South,Psychiatric Clinic,Clinic,Drobo,Government,7.6887685,-2.8577105
Brong Ahafo,Berekum Municipal,Mercy Clinic,Clinic,Brekum,Private,7.4041716,-2.4439253
Brong Ahafo,Berekum Municipal,Anyinasu CHPS,CHPS,Anyinasu,Government,7.4041716,-2.4439253
Brong Ahafo,Atebubu-Amanten,Christian Eye Centre,Clinic,Brekum,CHAG,7.75,-0.9833333
Brong Ahafo,Asunafo North Municipal,Bitre CHPS,CHPS,Bitre,Government,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,Gyasikrom CHPS,CHPS,Gyasikrom,Government,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,Ahmadiyya Muslim Hospital,Hospital,Mim,Muslim,6.827593,-2.698387
Brong Ahafo,Asunafo North Municipal,WAM CHPS,CHPS,WAM,Government,6.827593,-2.698387
Brong Ahafo,Asunafo South,Noberkaw CHPS,CHPS,Noberkaw,Government,6.614815,-2.499992
Brong Ahafo,Asunafo South,1000 Acre CHPS,CHPS,1000 Acre,Government,6.614815,-2.499992
Brong Ahafo,Asunafo South,New Saweresu CHPS,CHPS,New Saweresu,Government,6.614815,-2.499992
Brong Ahafo,Asutifi,Goamu Koforidua CHPS,CHPS,Goamu Koforidua,Government,6.9577082,-2.4208713
Brong Ahafo,Asutifi,ISOS Clinic,Clinic,Kenyasi,Government,6.9577082,-2.4208713
Brong Ahafo,Asutifi,Blessed Family Maternity Home,Maternity Home,Dadiesoaba,Private,6.9577082,-2.4208713
Brong Ahafo,Asutifi,Nkaseim CHPS,CHPS,Hwidiem,Government,6.9577082,-2.4208713
Brong Ahafo,Asutifi,Apenemadi CHPS,CHPS,Hwidiem,Government,6.9577082,-2.4208713
Brong Ahafo,Atebubu-Amanten,MEM CHPS,CHPS,Atebubu,Government,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Akomade Clinic,Clinic,Atebubu,Government,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Adom Maternity Home,Maternity Home,Atebubu,Private,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Garadima CHPS,CHPS,Garadima,Government,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Kumfia Clinic,Clinic,Kumfia,Government,7.75,-0.983333
Brong Ahafo,Atebubu-Amanten,Nyomoase CHPS,CHPS,Nyomoase,Government,7.75,-0.983333
Brong Ahafo,Berekum Municipal,Namasua CHPS,CHPS,Namasua,Government,7.45,-2.583333
Brong Ahafo,Berekum Municipal,Tewbabi CHPS,CHPS,Tewbabi,Government,7.45,-2.583333
Brong Ahafo,Berekum Municipal,RCH DHD,RCH,Berekum,Government,7.45,-2.583333
Brong Ahafo,Berekum Municipal,Clean Hands Maternity Home,Maternity Home,Berekum,Private,7.45,-2.583333
Brong Ahafo,Berekum Municipal,Dr Larbi Clinic,Clinic,Berekum,Private,7.45,-2.583333
Brong Ahafo,Berekum Municipal,Betco Clinic,Clinic,Berekum,Private,7.45,-2.583333
Brong Ahafo,Dormaa Municipal,Saviour Clinic,Clinic,Dormaa Ahenkro,Private,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Twumkrom CHPS,Clinic,Twumkrom,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Gonokrom CHPS,CHPS,Gonokrom,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,New Chiraa PHC,CHPS,New Chiraa,Government,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Kwakuanya Methodist Clinic,Clinic,Kwakuanya,CHAG,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,Awiakrom Community Clinic,Clinic,Awiakrom,Private,7.277284,-2.876257
Brong Ahafo,Dormaa East,Kofiboukrom CHPS,CHPS,Kofiboukrom,Government,7.277284,-2.876257
Brong Ahafo,Jaman North,Duadaso Rural Clinic,Clinic,Duadaso,Government,6.957708,-2.420871
Brong Ahafo,Jaman North,Amanfoso CHPS,CHPS,Amanfoso,Government,6.957708,-2.420871
Brong Ahafo,Jaman North,Kokosua Rural Clinic,Clinic,Kokosua,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Atuna CHPS,CHPS,Atuna,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Abuokrom CHPS,CHPS,Abuokrom,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Tekese CHPS,CHPS,Tekese,Government,6.957708,-2.420871
Brong Ahafo,Jaman South,Asempanaye CHPS,CHPS,Asempanaye,Government,6.957708,-2.420871
Brong Ahafo,Asunafo South,Tanoso Community Health Nurses Training School,Training Institution,Tanoso,Government,6.6148152,-2.4999918
Brong Ahafo,Asutifi,Biaso Rural Clinic,Clinic,Biaso,Government,6.9577082,-2.4208713
Brong Ahafo,Asunafo South,Nankete CHPS,CHPS,Nankete,Government,6.6148152,-2.4999918
Brong Ahafo,Dormaa Municipal,Florence Maternity Home,Maternity Home,,Maternity Home,7.277284,-2.876257
Brong Ahafo,Dormaa Municipal,EMC Kwaku Any Maternity Home,Maternity Home,,Maternity Home,7.277284,-2.876257
Brong Ahafo,Jaman North,Adadiem Rural Clinic,Clinic,Adadiem,Clinic,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Mayera Health Centre,Clinic,Mayera,Government,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Kokoa Rural Clinic,Clinic,Kokoa,Government,7.9072974,-2.6586401
Brong Ahafo,Jaman North,Suma Community Clinic,Clinic,Suma Ahenkro,Government,7.9072974,-2.6586401
Brong Ahafo,Nkoranza North,Rabito Clinic,Clinic,Nkoranza,Private,7.5666667,-1.7
Brong Ahafo,Sene,Lassi CHPS,CHPS,Lassi,Government,7.6111895,-0.4502368
Brong Ahafo,Sene,Kwame Danso Hospital,Hospital,Kwame Danso,Government,7.6111895,-0.4502368
Brong Ahafo,Techiman Municipal,Techiman Poly. Clinic,Clinic,Techiman,Government,7.5772222,-1.9291667
Brong Ahafo,Techiman Municipal,Market Clinic,Clinic,Techiman,Government,7.5772222,-1.9291667
Brong Ahafo,Techiman Municipal,Nkwaeso Clinic,Clinic,Nkwaeso,Government,7.5772222,-1.9291667
Brong Ahafo,Wenchi Municipal,Droboso Clinic,Clinic,Droboso,Government,7.734117,-2.103572
Brong Ahafo,Berekum Municipal,Christian Eye Centre,Clinic,Brekum,CHAG,7.4041716,-2.4439253
Brong Ahafo,Berekum Municipal,Nkyekyemanu Rural Clinic,Clinic,Nkyekyemanu,Private,7.4041716,-2.4439253
Brong Ahafo,Kintampo North Municipal,Kintampo Rural Health Training School,Training Institution,Kintampo,Government,7.5977302,-1.9359593
Brong Ahafo,Sunyani Municipal,Susec Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Notre Dame Sch. Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Ratchlik Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Asunafo North Municipal,Scanstyle Clinic,Clinic,Mim,Private,6.91361,-2.56503
Brong Ahafo,Sunyani Municipal,Atuahenekrom Clinic,Clinic,Atuahenekrom,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Abesim Eye Clinic,Clinic,Abesim,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,Fofie Memorial Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani West,Holy Daniel Clinic,Clinic,Sunyani,Private,7.3333333,-2.3333333
Brong Ahafo,Sunyani Municipal,SDA Hospital,Hospital,Sunyani,CHAG,7.3333333,-2.3333333
Brong Ahafo,Tain,Anyekrom Health Centre,Health Centre,Anyekrom,Government,8.0396604,-2.3813621
Brong Ahafo,Tain,Nyarko Maternity Home,Maternity Home,,Private,8.0396604,-2.3813621
Brong Ahafo,Pru,Zabrama Health Centre,Health Centre,Zabrama,Government,8.0445086,-1.2891036
Brong Ahafo,Kintampo South,Adom Maternity Home,Maternity Home,,Private,7.8685183,-1.7538817
Brong Ahafo,Kintampo South,Apesika Clinic,Clinic,,Private,7.8685183,-1.7538817
Brong Ahafo,Kintampo South,Mansie Clinic,Clinic,,Private,7.8685183,-1.7538817
Brong Ahafo,Tano South,Brosankro Maternity Home,Maternity Home,,Private,7.1315171,-2.027319
Brong Ahafo,Jaman South,Psychiasdtric Unit,Clinic,,Government,7.6887685,-2.8577105
Brong Ahafo,Jaman South,Eye Clinic,Clinic,,Private,7.6887685,-2.8577105
Brong Ahafo,Berekum Municipal,Mercy Clinic,Clinic,,Private,7.4041716,-2.4439253
Brong Ahafo,Berekum Municipal,Anyinasu Rural Health Clinic,Clinic,Anyinasu,Government,7.4041716,-2.4439253
Brong Ahafo,Atebubu-Amanten,Christian Eye Centre,Clinic,Brekum,CHAG,7.75,-0.9833333
