Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Ashanti,Atwima-Mponua,Saakrom Health Centre,Health Centre,Saakrom,Government,6.75871,-2.02993
Ashanti,Sekyere South,Salvation Army Clinic,Hospital,Wiamoase,CHAG,7.05213,-1.52521
Ashanti,Mampong Municipal,SDA Clinic Apaa,Clinic,Apaa,CHAG,6.97086,-1.44302
Ashanti,Bekwai Municipal,SDA Hospital,Hospital,Dominase,CHAG,6.3104,-1.3911
Ashanti,Ejisu-Juaben Municipal,SDA Hospital,Hospital,Onwe,CHAG,6.68001,-1.54161
Ashanti,Sekyere South,SDA Hospital Asamang,Hospital,Asamang,CHAG,7.05322,-1.50964
Ashanti,Sekyere South,SDA Hospital Wiamoase,Hospital,Wiamose,CHAG,6.90258,-1.43311
Ashanti,Ejura Sekyeredumasi,Sekyedumase Health Centre,Health Centre,Sekyedumase Health Centre,Government,7.31352,-1.57912
Ashanti,Sekyere East,Sekyere Health Centre,Health Centre,Sekyere,Government,6.92692,-1.37465
Ashanti,Sekyere East,Sekyere Methodist Clinic,Clinic,Sekyere,CHAG,6.92646,-1.37494
Ashanti,Sekyere East,Senchie Methodist Clinic,Clinic,Senkyi,CHAG,6.80818,-1.32507
Ashanti,Amansie West,Shalom Clinic,Health Centre,Watreso,CHAG,6.25351,-1.91797
Ashanti,Bekwai Municipal,Shalom Methodist Clinic,Clinic,Nsuaem #2,CHAG,6.36494,-1.36645
Ashanti,Adansi South,Sikaman Health Centre,Health Centre,Sikaman,Government,6.11499,-1.58045
Ashanti,Mampong Municipal,Sister Philipa Maternity Home,Maternity Home,Mampong Kokoase,Private,7.05921,-1.39703
Ashanti,Atwima-Mponua,Sreso Tinpom Health Centre,Health Centre,Sreso Tinpom,Government,6.62201,-2.30317
Ashanti,Sekyere East,St Luke Clinic,Clinic,Seniagya,CHAG,6.79774,-1.32026
Ashanti,Ejisu-Juaben Municipal,St. Annes Maternity Clinic,Clinic,Donyina,CHAG,6.63994,-1.49782
Ashanti,Ahafo-Ano South,St. Anns Maternity Home,Maternity Home,Essibey Nkwata,Private,6.84578,-1.76006
Ashanti,Ejura Sekyeredumasi,St. Anthony Maternity Clinic,Maternity Home,Anyinasu,Government,7.22643,-1.58011
Ashanti,Ahafo-Ano South,St. Edwards Clinic,Health Centre,Adwinyama,CHAG,6.88014,-1.87428
Ashanti,Ahafo-Ano South,St. Johns Clinic,Health Centre,Domeabra,CHAG,6.87183,-2.05678
Ashanti,Kwabre,St. Joseph's Clinic.,Clinic,Abira,CHAG,6.77928,-1.49126
Ashanti,Obuasi Municipal,St. Jude Hospital  Ltd.,Hospital,Bedieso-Obuasi,Private,6.20723,-1.68137
Ashanti,Ejura Sekyeredumasi,St. Luke Hospital Kasei,Hospital,Kasei,CHAG,7.53953,-1.34637
Ashanti,Amansie West,St. Martin's  Hospital,Hospital,Agroyesum,CHAG,6.41337,-1.88154
Ashanti,Amansie West,St. Martin's Catholic Clinic,Clinic,Abuoso,CHAG,6.31346,-2.10902
Ashanti,Bekwai Municipal,St. Mary's Clinic,Clinic,Yapesa,CHAG,6.45121,-1.36836
Ashanti,Ahafo-Ano South,St. Michael Clinic,Clinic,Dwenwoho,Private,6.85935,-1.75623
Ashanti,Atwima-Nwabiagya,St. Micheal Maternity Home,Maternity Home,Achiase,Private,7,-2
Ashanti,Offinso Municipal,St. Patricks Hospital,Hospital,Offinso,CHAG,6.93135,-1.68167
Ashanti,Atwima-Mponua,St. Peters Clinic,Clinic,Ntobroso,CHAG,6.53511,-2.04218
Ashanti,Amansie Central,St. Peters' Hospital,Hospital,Jacobu,CHAG,6.34331,-1.66669
Ashanti,Bekwai Municipal,St. Stephen's Clinic,Clinic,Huntade,Private,6.4804,-1.4951
Ashanti,Afigya-Kwabre,St. Theresa's Maternity Home,Maternity Home,Atimatim,Private,6.76359,-1.61093
Ashanti,Amansie Central,St. Thomas General and Maternity Clinic,Clinic,Hia,CHAG,6.20804,-1.77649
Ashanti,Sekyere Afram Plains,St. Vincent Clinic,Clinic,Drobonso,CHAG,7.00714,-1.12747
Ashanti,Ahafo-Ano North,Subriso Health Centre,Health Centre,Subriso,Government,6.81613,-2.26676
Ashanti,Ejisu-Juaben Municipal,Super Care Hospital,Hospital,Krapa-Ejisu,Private,6.72023,-1.48104
Ashanti,Atwima-Mponua,Tano-Odumasi Health Centre,Health Centre,Tano-Odumasi,CHAG,6.49705,-2.39662
Ashanti,Ahafo-Ano North,Tepa District Hospital,District Hospital,Tepa,Government,6.99966,-2.16102
Ashanti,Afigya-Kwabre,Tetrem Health Centre,Health Centre,Tetrem,Government,7.03743,-1.63735
Ashanti,Obuasi Municipal,The Queens Maternity Home,Maternity Home,New Estate-Obuasi,Private,6.20762,-1.67233
Ashanti,Ejisu-Juaben Municipal,Tikrom Clinic,Clinic,Tikrom,Government,6.73154,-1.51337
Ashanti,Bekwai Municipal,Tinkwamah Maternity Home,Maternity Home,Amoaful,Private,6.45139,-1.56537
Ashanti,Atwima-Nwabiagya,Toase Clinic,Clinic,Toase,Private,7,-2
Ashanti,Atwima-Kwanwoma,Trabuom Health Centre,Health Centre,Trabuom,Government,6.61142,-1.76252
Ashanti,Atwima-Kwanwoma,Trede Health Centre,Health Centre,Trede,Government,6.57803,-1.66859
Ashanti,Obuasi Municipal,Twumwaa Maternity Home,Maternity Home,Brahabebome,Private,6.19277,-1.62455
Ashanti,Atwima-Mponua,Victory Christ Maternity Home,Maternity Home,Mpasatia,Private,6.65836,-1.84223
Ashanti,Obuasi Municipal,Watt 250 Maternity  Home,Maternity Home,Kwabrafoso,Private,6.19917,-1.65556
Ashanti,Sekyere Afram Plains,Westphalian Hospital Complex,Hospital,Oyoko,Private,6.86802,-1.39049
Ashanti,Sekyere South,Wiamoase Clinic,Clinic,Wiamoase,Private,7.05264,-1.50265
Ashanti,Adansi North,Wioso Health Centre,Health Centre,Wioso,Government,6.28179,-1.66127
Ashanti,Ahafo-Ano South,Wioso Methodist Clinic,Clinic,Wioso,CHAG,6.95583,-2.00654
Ashanti,Kwabre,Wonoo Health Centre,Health Centre,Sakora Wonoo,Government,6.79751,-1.50148
Ashanti,Sekyere Afram Plains,Woraso Health Centre,Health Centre,Woraso,Government,6.87636,-1.27658
Ashanti,Ejisu-Juaben Municipal,Yaa Asantewaa Maternity Clinic,Maternity Home,Ejisu,Private,6.72505,-1.46998
Ashanti,Ejura Sekyeredumasi,Zambrama Community Clinic,Clinic,Zambrama,Government,7.52022,-1.42013
Ashanti,Asante-Akim North Municipal,Agogo Nurses Training Coll,Training Institution,Agogo,Government,6.8769125,-1.020322399
Ashanti,Offinso Municipal,Offinso Nurses/Midwifery Training School,Training Institution,Offinso,Government,6.817426,-1.3335824
Ashanti,Adansi North,Fomena Community Health Nurses Training School,Training Institution,Fomena,Government,6.2775432,-1.637215
Ashanti,Bekwai Municipal,Kokofu Health Assistants Training School,Training Institution,Kokofu,Government,6.44999999,-1.5833333
Ashanti,Ahafo-Ano North,Tepa Health Assistants Training School,Training Institution,Tepa,Government,6.9584844,-2.263039299
Ashanti,Asante-Akim South,Juaso SABS Hospital,Hospital,Juaso,Private,6.5344575,-1.09694
Ashanti,Asante-Akim South,Pra River Apostolic Clinic,Clinic,Pra River,CHAG,6.5344575,-1.09694
Ashanti,Atwima-Nwabiagya,Abuakwa Madonna Health Centre,Health Centre,Abuakwa,Government,6.5972124,-1.5789994
Ashanti,Atwima-Nwabiagya,Nkawie Clinic,Clinic,Nkawie,Private,6.5972124,-1.5789994
Ashanti,Atwima-Nwabiagya,Achiase Nyama Maternity Home,Maternity Home,Achiase,Private,6.5972124,-1.5789994
Ashanti,Atwima-Nwabiagya,Nerebehi Health Centre,Health Centre,Nerebehi,Government,6.5972124,-1.5789994
Ashanti,Atwima-Mponua,Anyinamso Maternity Home,Maternity Home,Anyinamso,Private,6.6588391,-2.2236667
Ashanti,Atwima-Mponua,Mpasatia Health Centre,Health Centre,Mpasatia,Government,6.6588391,-2.2236667
Ashanti,Atwima-Mponua,Kotokuom Health Centre,Health Centre,Kotokuom,Government,6.6588391,-2.2236667
Ashanti,Ejura Sekyeredumasi,Anyinasu SDA Clinic,Clinic,Anyinaso,CHAG,7.3833333,-1.3666667
Ashanti,Ahafo-Ano North,Ante Amma Maternity Home,Maternity Home,Abonsuaso,Private,6.9584844,-2.2630393
Ashanti,Ahafo-Ano North,Adom Nyame Clinic,Clinic,Abonsuaso,Private,6.9584844,-2.2630393
Ashanti,Ahafo-Ano North,Janet Maternity Home,Maternity Home,Anyinasuso,Private,6.9584844,-2.2630393
Ashanti,Mampong Municipal,Mampong Municipal Health Directorate,Municipal Health Directorate,Mampong,Government,6.9584844,-2.2630393
Ashanti,Mampong Municipal,Mampong Midwifery Training School,Training Institution,Mampong,Government,7.02345,-1.23598
Ashanti,Mampong Municipal,Mampong Health Assistants Training School,Training Institution,Mampong,Government,7.02321,-0.23593
Ashanti,Mampong Municipal,Mampong Government Hospital,Hospital,Mampong,Government,7.060683,-1.404434
Ashanti,Mampong Municipal,Mampong Phillipa  Maternity Home,Clinic,Mampong,Private,7.060683,-1.404434
Ashanti,Mampong Municipal,Mampong Nadaworoma Maternity Home,Clinic,Mampong,Private,7.060683,-1.404434
Ashanti,Mampong Municipal,Adidwan Health Centre,Health Centre,Adidwan,Government,7.15067,-0.24102
Ashanti,Mampong Municipal,Mampong Quality Hospital,Hospital,Mampong,Private,7.15067,-0.24102
Ashanti,Mampong Municipal,Apaa Sda Clinic,Clinic,Apaa,CHAG,7.15067,-0.24102
Ashanti,Kwabre,Asonomaso Government Hospital,District Hospital,Asonamaso,Government,6.80162,-1.51374
Ashanti,Afigya-Kwabre,Atimatim osei Yeboah Clinic,Clinic,Atimatim,Private,7.0469952,-1.637215
Ashanti,Kwabre,Ahwiaa Maame Rose Maternity,Clinic,Ahwiaa,Private,6.75832,-1.56736
Ashanti,Kwabre,Adanwomase Eye Awurade Maternity Home,Clinic,Adanwomase,Private,6.79153,-1.4955
Ashanti,Adansi South,Wamase Health Centre,Health Centre,Wamase,Government,6.1507611,-1.443469
Ashanti,Adansi South,Wuriyie Clinic,Clinic,Wuriyie,Private,6.1507611,-1.443469
Ashanti,Ahafo-Ano South,Biemso Health Centre,Health Centre,Biemso,Government,6.1507611,-1.443469
Ashanti,Ahafo-Ano South,Wioso Health Centre,Health Centre,Wioso,Government,6.1507611,-1.443469
Ashanti,Ahafo-Ano South,Anitemfe Health Centre,Health Centre,Anitemfe,Government,6.1507611,-1.443469
Ashanti,Ahafo-Ano South,Asuadei Eno Mary Maternity Home,Clinic,Asuadei,Private,6.1507611,-1.443469
Ashanti,Sekyere East,Asokore Ahmadyya Muslem Hospital,Hospital,Asokore,Islamic,7.1782817,-0.8294002
Ashanti,Amansie Central,Tweapease Clinic,Clinic,Tweapease,Government,6.2767655,-1.8708613
Ashanti,Amansie Central,Fenaso Chps,Clinic,Fenaso,Government,6.2767655,-1.8708613
Ashanti,Bosome Freho,Dunkura  Health  Centre,Health Centre,Dunkura,Government,,
Ashanti,Bosome Freho,Yapesa St.Mary Clinic,Clinic,Yapesa,CHAG,,
Ashanti,Obuasi Municipal,Obuasi Municipal Health Directorate,Municipal Health Directorate,Obuasi,Government,6.0228947,-1.714958
Ashanti,Amansie West,Esaase Bontefufuo Mother Of God Clinic,Clinic,Esaase Bontefufuo,Private,6.4466432,-1.949021
Ashanti,Amansie West,Manso Nkran Amansie Resources Clinic,Clinic,Manso  Nkran,Quasi-Government,6.4466432,-1.949021
Ashanti,Amansie West,Aborso Clinic,Clinic,Aborso,Private,6.4466432,-1.949021
Ashanti,Amansie West,Watreso Methodist Shalom Clinic,Clinic,Watreso,CHAG,6.4466432,-1.949021
Ashanti,Amansie West,Ankam Community Clinic,Clinic,Ankam,Government,6.4466432,-1.949021
Ashanti,Amansie West,Mpraniase Chps,CHPS,Mpraniase,Government,6.4466432,-1.949021
Ashanti,Amansie West,Manso Nkran Chps,CHPS,Manso Nranso,Government,6.4466432,-1.949021
Ashanti,Amansie West,Aboaboso Chps,CHPS,Aboaboso,Government,6.4466432,-1.949021
Ashanti,Amansie West,Akyekyerekrom Chps,CHPS,Akyekyerekrom,Government,6.4466432,-1.949021
Ashanti,Asante-Akim North Municipal,Konongo Adom Hospital,Hospital,Konongo,Private,6.8769125,-1.0203224
Ashanti,Asante-Akim North Municipal,Konongo Patience Clinic,Clinic,Konongo,Private,6.8769125,-1.0203224
Ashanti,Offinso North,Nyamebekyere Cliinic,Clinic,Offinso,Private,6.597212,-1.578999
Ashanti,Atwima-Kwanwoma,Bebu Emmanuel Methodist Clinic,Clinic,Bebu,CHAG,6.5972124,-1.5789994
Ashanti,Atwima-Kwanwoma,Brofoyedru Eye Adom Maternity Clinic,Clinic,Brofoyedru,Private,6.5972124,-1.5789994
Ashanti,Atwima-Kwanwoma,Nweneso Iii Health Centre,Health Centre,Nwiniso Iii,Government,6.5972124,-1.5789994
Ashanti,Kumasi Metropolitan,4 Medical Research Station,Clinic,Barracks-Bantama,Quasi-Government,6.80813,-1.53933
Ashanti,Kumasi Metropolitan,Abrafi Memorial Hospital,Hospital,Dichemso,Private,6.81527,-1.59589
Ashanti,Kumasi Metropolitan,Abu Clinic,Clinic,Ahenbronum-Tafo,Private,9.77791,-1.64411
Ashanti,Kumasi Metropolitan,Academy Clinic,Clinic,Asokore Mampong,Private,6.78837,-1.56135
Ashanti,Kumasi Metropolitan,Adabie Hospital,Hospital,Atonsu,Private,6.75486,-1.52744
Ashanti,Kumasi Metropolitan,Adeb-Sab Maternity Home and Clinic,Maternity Home,Magazine,Private,6.82287,-1.52227
Ashanti,Kumasi Metropolitan,Aded-Sab Maternity Home,Maternity Home,Maakro,Private,6.84002,-1.55372
Ashanti,Kumasi Metropolitan,Adom Nyame Clinic,Clinic,Sepe Timpon,Private,6.81614,-1.47675
Ashanti,Kumasi Metropolitan,Adum Clinic,Clinic,Adum,Private,6.81047,-1.63866
Ashanti,Kumasi Metropolitan,AG Timbers Clinic,Clinic,Kaase,Quasi-Government,6.78875,-1.56109
Ashanti,Kumasi Metropolitan,Agyeman Memorial Clinic,Clinic,Adum,Private,6.81462,-1.64877
Ashanti,Kumasi Metropolitan,Agyenkwa N'adom Clinic,Clinic,Buokrom,Private,6.79962,-1.64543
Ashanti,Kumasi Metropolitan,Agyenkwa Nyame Clinic,Clinic,Tanoso,Private,6.78507,-1.56655
Ashanti,Kumasi Metropolitan,Ahmadiya Hospital,Hospital,Sepe Timpon,Private,6.74246,-1.55877
Ashanti,Kumasi Metropolitan,Ahmadiya Muslim Clinic,Clinic,Boadi,Private,6.83295,-1.47695
Ashanti,Kumasi Metropolitan,Akyaa Memoria Hospital,Clinic,Makro,Private,6.79089,-1.56091
Ashanti,Kumasi Metropolitan,Alpha Maternity Home,Maternity Home,Sokoban,Private,6.84819,-1.54934
Ashanti,Kumasi Metropolitan,Amamata Memorial Maternity Home,Maternity Home,Sawaba,Private,6.84775,-1.56165
Ashanti,Kumasi Metropolitan,Amanfrom Clinic and Laboratory,Clinic,North Zong-Manhyia,Private,6.77474,-1.63906
Ashanti,Kumasi Metropolitan,Amoah Memorial Hospital,Hospital,Pankrono,Private,6.77928,-1.49126
Ashanti,Kumasi Metropolitan,Ampabame Clinic,Clinic,Ampabame,Private,6.76359,-1.61093
Ashanti,Kumasi Metropolitan,Ampomaa Memorial Maternity Home,Maternity Home,Anwomaso-High Tension,Private,6.79751,-1.50148
Ashanti,Kumasi Metropolitan,Animah Clinic,Clinic,S-line Atonsu,Private,6.65068,-1.59757
Ashanti,Kumasi Metropolitan,Animwaa Medical Centre,Hospital,Amena,Private,6.66518,-1.53521
Ashanti,Kumasi Metropolitan,Anwiam Clinic,Clinic,Afful Nkwanta,Private,6.69071,-1.60138
Ashanti,Kumasi Metropolitan,Anwomaso Health Centre,Health Centre,Anwomase,Government,6.69163,-1.52678
Ashanti,Kumasi Metropolitan,Apatrapa Health Centre,Health Centre,Apatrapa,Government,6.70711,-1.68302
Ashanti,Kumasi Metropolitan,Asihene's Clinic,Clinic,Krofrom,Private,6.71224,-1.61212
Ashanti,Kumasi Metropolitan,Assalam Clinic,Clinic,Akrome,Private,6.69779,-1.59361
Ashanti,Kumasi Metropolitan,Asuoyeboa Clinic,Clinic,Asuoyeboa,Private,6.69233,-1.66871
Ashanti,Kumasi Metropolitan,Atasemanso Hospital,Hospital,Atasemanso,Private,6.65207,-1.63318
Ashanti,Kumasi Metropolitan,Atsyor Hospital Complex,Hospital,Ataafoa-Pankrono,Private,6.74975,-1.61764
Ashanti,Kumasi Metropolitan,Atwima Timbers Clinic,Clinic,Asokwa,Quasi-Government,6.66912,-1.61025
Ashanti,Kumasi Metropolitan,Ayeduasi Health Centre,Health Centre,Ayigya,Government,6.68665,-1.57294
Ashanti,Kumasi Metropolitan,Ayiwa Maternity Home,Maternity Home,New Suame,Private,6.71566,-1.63377
Ashanti,Kumasi Metropolitan,Baby Pearl Maternity Home/Clinic,Maternity Home,Buokrom,Private,6.73838,-1.58911
Ashanti,Kumasi Metropolitan,Bantama Clinic,Clinic,Bantama,Private,6.70515,-1.63551
Ashanti,Kumasi Metropolitan,Bibiani Logging and Lumber Company Clin,Clinic,Kaase,Quasi-Government,6.66372,-1.60467
Ashanti,Kumasi Metropolitan,Bilsons Allens Clinic,Clinic,Ahinsan,Private,6.67088,-1.58879
Ashanti,Kumasi Metropolitan,Bimpeh Hill Clinic,Clinic,New Amakom,Private,6.68167,-1.59926
Ashanti,Kumasi Metropolitan,Bimpeh Hill Hospital Annex,Clinic,Ashanti New Town,Private,6.70882,-1.61911
Ashanti,Kumasi Metropolitan,Boatemaa Maternity Home,Maternity Home,Asokore Mampong,Private,6.71371,-1.56683
Ashanti,Kumasi Metropolitan,Boatemaa Memorial Hospital,Hospital,Asawase,Private,6.70634,-1.60494
Ashanti,Kumasi Metropolitan,Bomso Specialist Hospital,Hospital,Bomso,Private,6.68453,-1.57888
Ashanti,Kumasi Metropolitan,Brainok Salvation Clinic,Clinic,Ash Town,Private,6.70479,-1.62295
Ashanti,Kumasi Metropolitan,Bremang Clinic,Clinic,Bremang,Private,6.74166,-1.63088
Ashanti,Kumasi Metropolitan,Central Male  Prisons Clinic,Clinic,Adum,Quasi-Government,6.69361,-1.62411
Ashanti,Kumasi Metropolitan,Central Maternity Home,Maternity Home,Pankrono,Private,6.74944,-1.60418
Ashanti,Kumasi Metropolitan,Central Maternity Home - ANNEX,Maternity Home,Tafo Zongo,Private,6.73331,-1.63381
Ashanti,Kumasi Metropolitan,Charity Hospital,Hospital,Kropo,Private,6.71818,-1.64221
Ashanti,Kumasi Metropolitan,Christ the King Clinic,Clinic,Ahinsan,Private,6.66257,-1.60041
Ashanti,Kumasi Metropolitan,Church of Christ Mission,Clinic,Bomso,CHAG,6.68583,-1.57932
Ashanti,Kumasi Metropolitan,City Hospital,Hospital,Stadium,Private,6.68016,-1.60371
Ashanti,Kumasi Metropolitan,Clinic Ash Town Ltd.,Clinic,Ash Town,Private,6.70518,-1.61943
Ashanti,Kumasi Metropolitan,Coca Cola Bottling Clinic,Clinic,Ahinsan,Quasi-Government,6.66511,-1.60299
Ashanti,Kumasi Metropolitan,Cocoa Clinic,Clinic,Cocobod-Adum,Quasi-Government,6.68368,-1.61667
Ashanti,Kumasi Metropolitan,Comfort Maternity Home,Maternity Home,Oduom,Private,6.69561,-1.54194
Ashanti,Kumasi Metropolitan,Complementary Clinic,Clinic,Gyinase,Private,6.66235,-1.57597
Ashanti,Kumasi Metropolitan,Cosmos Clinic,Clinic,Bremang - Azar Junction,Private,6.73039,-1.62736
Ashanti,Kumasi Metropolitan,County Hospital,Hospital,Abrepo,Private,6.72651,-1.65796
Ashanti,Kumasi Metropolitan,CPC Maternity and Clinic,Clinic,Amanfrom,Private,6.75543,-1.68412
Ashanti,Kumasi Metropolitan,Dr. Brown Clinic,Clinic,Mile 3 Old Tafo,Private,6.72655,-1.61519
Ashanti,Kumasi Metropolitan,Dr. Okyere Piese Clinic,Clinic,Dichemso,Private,6.71091,-1.60751
Ashanti,Kumasi Metropolitan,Dr. Osei Clinic,Clinic,Akrome,Private,6.69939,-1.59017
Ashanti,Kumasi Metropolitan,Dr. Quaye Clinic,Clinic,Asuogya,Private,6.71272,-1.64283
Ashanti,Kumasi Metropolitan,Dunkirk Clinic,Clinic,Bompata,Private,6.69216,-1.61853
Ashanti,Kumasi Metropolitan,Ebenezer Clinic,Clinic,Anloga,Private,6.67824,-1.59234
Ashanti,Kumasi Metropolitan,Ebenezer Maternity Home,Maternity Home,Abrepo Junction,Private,6.70995,-1.63812
Ashanti,Kumasi Metropolitan,Eliza Maternity Home,Maternity Home,Akwatialine,Private,6.69491,-1.60748
Ashanti,Kumasi Metropolitan,Emahata Clinic,Clinic,Kwadaso,Private,6.69256,-1.65813
Ashanti,Kumasi Metropolitan,Enec Dental Clinic,Clinic,Ash Town,Private,6.70338,-1.61768
Ashanti,Kumasi Metropolitan,Faith Clinic,Clinic,Adum,Private,6.69499,-1.62411
Ashanti,Kumasi Metropolitan,Faith Maternity Home,Maternity Home,Krofrom,Private,6.71477,-1.61574
Ashanti,Kumasi Metropolitan,Florence Maternity Home,Maternity Home,Anloga,Private,6.68061,-1.59284
Ashanti,Kumasi Metropolitan,Gansmen's Medical Centre,Clinic,Bremang North,Private,6.74011,-1.62549
Ashanti,Kumasi Metropolitan,Ghana Brewery Clinic,Clinic,Ahinsan,Quasi-Government,6.66385,-1.60114
Ashanti,Kumasi Metropolitan,Ghana Guiness Breweries Group Clinic,Clinic,Ahinsan,Quasi-Government,6.65085,-1.60757
Ashanti,Kumasi Metropolitan,Girbrines Health Services and Clinic,Clinic,Akwatialine Zongo,Private,6.69477,-1.61418
Ashanti,Kumasi Metropolitan,Gloria Memorial Hospital,Hospital,Akwatialine,Private,6.69488,-1.60754
Ashanti,Kumasi Metropolitan,God First Clinic,Clinic,Zone 3 Suame,Private,6.71966,-1.62895
Ashanti,Kumasi Metropolitan,God's Glory Maternity Clinic,Maternity Home,Kronum,Private,6.75109,-1.63885
Ashanti,Kumasi Metropolitan,Graceland Clinic,Clinic,Bremang,Private,6.74229,-1.63593
Ashanti,Kumasi Metropolitan,Habitat Sawmill Clinic,Clinic,Kaase,Quasi-Government,6.63872,-1.60925
Ashanti,Kumasi Metropolitan,Happy Day Maternity Home,Maternity Home,Kronum,Private,6.75545,-1.64439
Ashanti,Kumasi Metropolitan,Hebrona Hospital,Hospital,Abrepo Junction,Private,6.71107,-1.63417
Ashanti,Kumasi Metropolitan,Histolic Adventist Clinic,Clinic,Maakro,CHAG,6.73243,-1.63484
Ashanti,Kumasi Metropolitan,Holy Rosary Maternity Home,Maternity Home,Old Tafo,Private,6.73081,-1.61914
Ashanti,Kumasi Metropolitan,Humble Maternity Home - Annex,Maternity Home,Pankrono Estate,Private,6.74132,-1.60525
Ashanti,Kumasi Metropolitan,Islamic Homoepatic Clinic,Clinic,Pankrono Estate,Private,6.74326,-1.60367
Ashanti,Kumasi Metropolitan,JCM Company Clinic,Clinic,Asokwa,Quasi-Government,6.66571,-1.60766
Ashanti,Kumasi Metropolitan,Joy Maternity Home Clinic,Clinic,Maakro,Private,6.72375,-1.63436
Ashanti,Kumasi Metropolitan,Kaase Maternity Home,Maternity Home,Kaase,Private,6.65464,-1.60718
Ashanti,Kumasi Metropolitan,Kama Clinic,Clinic,Ash Town,Private,6.69851,-1.62143
Ashanti,Kumasi Metropolitan,Keffam Hospital,Hospital,Buokrom Estate,Private,6.73951,-1.59561
Ashanti,Kumasi Metropolitan,Kezia Maternity Home and Clinic,Maternity Home,Buokrom,Private,6.72244,-1.59061
Ashanti,Kumasi Metropolitan,KMA Clinic,Clinic,Adum,Government,6.68488,-1.62353
Ashanti,Kumasi Metropolitan,KNUST Hospital,Hospital,Ayigya,Quasi-Government,6.68409,-1.57378
Ashanti,Kumasi Metropolitan,Komfo Anokye Teaching Hospital,Teaching Hospital,Bantama,Government,6.69715,-1.63015
Ashanti,Kumasi Metropolitan,Kufour Clinic,Clinic,Adum,Private,6.69507,-1.62213
Ashanti,Kumasi Metropolitan,Kumasi Female Prisons Clinic,Clinic,Adum,CHAG,6.69393,-1.62343
Ashanti,Kumasi Metropolitan,Kumasi Medical Centre,Clinic,Mbrom Dichemso,Private,6.70454,-1.62448
Ashanti,Kumasi Metropolitan,Kumasi Medical Centre ANNEX,Clinic,Bremang,Private,6.73926,-1.63626
Ashanti,Kumasi Metropolitan,Kumasi South Government Hospital,Regional Hospital,Atonsu-Agogo,Government,6.65252,-1.58471
Ashanti,Kumasi Metropolitan,Kwesamkof New Tafo Clinic,Clinic,New Tafo,Private,6.71623,-1.61588
Ashanti,Kumasi Metropolitan,Kyei Memorial Hospital,Hospital,Akwatialine,Private,6.69529,-1.61002
Ashanti,Kumasi Metropolitan,Lake Road Clinic,Clinic,Atonsu,Private,6.66001,-1.59311
Ashanti,Kumasi Metropolitan,Levenuel Clinic,Clinic,Nkontwima-Bremang,Private,6.73766,-1.62888
Ashanti,Kumasi Metropolitan,Logs Logging and Lumber Clinic,Clinic,Asokwa,Quasi-Government,6.67284,-1.60822
Ashanti,Kumasi Metropolitan,Maame Serwa Maternity Home,Maternity Home,Atonsu-Bokro,Private,6.64408,-1.59206
Ashanti,Kumasi Metropolitan,Maggie's Maternity Home,Maternity Home,Atafoa - Pankrono,Private,6.75131,-1.61758
Ashanti,Kumasi Metropolitan,Majero Maternity Home and Clinic,Maternity Home,Ampabame,Private,6.71839,-1.65101
Ashanti,Kumasi Metropolitan,Mammie Maternity Home,Maternity Home,Buokrom Estate,Private,6.74306,-1.59227
Ashanti,Kumasi Metropolitan,Manhyia Government Hospital,Hospital,Manhyia,Government,6.70396,-1.61191
Ashanti,Kumasi Metropolitan,Manukure Clinic,Clinic,Bomso,Private,6.68694,-1.57753
Ashanti,Kumasi Metropolitan,Maranatha Maternity Clinic,Clinic,Asuoyeboa,Private,6.69616,-1.66151
Ashanti,Kumasi Metropolitan,Mary's Maternity Home,Maternity Home,New Asokwa,Private,6.67783,-1.60169
Ashanti,Kumasi Metropolitan,Maternal and Child Health Hospital,Hospital,Adum,Government,6.69316,-1.62531
Ashanti,Kumasi Metropolitan,Matty Memorial Clinic,Clinic,Moshie Zongo,Private,6.72467,-1.60115
Ashanti,Kumasi Metropolitan,Mavelil Homoe Mission,Clinic,New Suame,Private,6.73165,-1.63384
Ashanti,Kumasi Metropolitan,Mbrom Hospital,Hospital,Mbrom Dichemso,Private,6.70534,-1.62392
Ashanti,Kumasi Metropolitan,Medical Center - ANNEX,Clinic,Osborn Junction - Suame,Private,6.73242,-1.62981
Ashanti,Kumasi Metropolitan,Mintah Afari Maternity Home,Maternity Home,Bompata,Private,6.69429,-1.61605
Ashanti,Kumasi Metropolitan,Mintah Clinic,Clinic,UGC - Bremang,Private,6.75026,-1.63139
Ashanti,Kumasi Metropolitan,Moshie Zongo Clinic,Clinic,Moshie Zongo,Private,6.72752,-1.60452
Ashanti,Kumasi Metropolitan,Naka and St. Ama Hospital,Hospital,Buokrom,Private,6.72976,-1.58603
Ashanti,Kumasi Metropolitan,New Era Clinic,Clinic,Ayigya,Private,6.68902,-1.57398
Ashanti,Kumasi Metropolitan,New Era Millennium Hospital,Hospital,Bokro-Atonsu,Private,6.64842,-1.59076
Ashanti,Kumasi Metropolitan,New Life Maternity  Home and Clinic,Maternity Home,Zongo-Ayigya,Private,6.69232,-1.57003
Ashanti,Kumasi Metropolitan,New Life Maternity and Clinic,Maternity Home,Anwomase-Bebre,Private,6.69702,-1.53315
Ashanti,Kumasi Metropolitan,New Tafo Clinic,Clinic,Tafo Nhyiaso,Private,6.71836,-1.61191
