Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Central,Gomoa West,Mankoadze Clinic,Clinic,Mankoadze,Government,5.31811,-0.68595
Central,Gomoa West,Dago Health Centre,Health Centre,Dago,Government,5.31811,-0.68595
Central,Gomoa West,Osedze Health Centre,Health Centre,Osedze,Government,5.31811,-0.68595
Central,Gomoa West,Assin CPHS,CHPS,Assin,Government,5.31811,-0.68595
Central,Gomoa West,Brofo CHPS,CHPS,Brofo,Government,5.31811,-0.68595
Central,Gomoa West,Eshiem CHPS,CHPS,Eshiem,Government,5.31811,-0.68595
Central,Gomoa West,Fomena CHPS,CHPS,Fomena,Government,5.31811,-0.68595
Central,Gomoa West,Sampa CHPS,CHPS,Sampa,Government,5.31811,-0.68595
Central,Gomoa West,Tarkwa CHPS,CHPS,Tarkwa,Government,5.31811,-0.68595
Central,Komenda-Edina-Eguafo-Abirem Municipal,Abrem Agona Health Centre,Health Centre,Abrem Agona,Government,5.18951,-1.43017
Central,Komenda-Edina-Eguafo-Abirem Municipal,Atonkwa CHPS,CHPS,Atonkwa,Government,5.11335,-1.32509
Central,Komenda-Edina-Eguafo-Abirem Municipal,Ankaful Psychiatric Hospital,Psychiatric Hospital,Ankaful,Government,5.15531,-1.32331
Central,Komenda-Edina-Eguafo-Abirem Municipal,Ankaful Leprosy/General Hospital,Hospital,Ankaful,Government,5.1506,-1.31776
Central,Komenda-Edina-Eguafo-Abirem Municipal,Paa Wartemberg Memorial Maternity Home,Maternity Home,Chaple Square,Private,5.08477,-1.34962
Central,Komenda-Edina-Eguafo-Abirem Municipal,Komenda-Edina-Eguafo-Abirem District Health Directorate,District Health Directorate,Elmina,Government,5.09981,-1.34193
Central,Komenda-Edina-Eguafo-Abirem Municipal,Ankaful Nurses Training College,Training Institution,Ankaful,Government,5.10162,-1.2709
Central,Komenda-Edina-Eguafo-Abirem Municipal,Nyame Te Ase Maternity Home,Maternity Home,Low Cost,Private,5.05144,-1.49758
Central,Komenda-Edina-Eguafo-Abirem Municipal,Aburansa CHPS,CHPS,Aburansa,Government,5.0785,-1.54259
Central,Komenda-Edina-Eguafo-Abirem Municipal,Elmina Urban Health Centre,Health Centre,Elmina,Government,5.09873,-1.3483
Central,Komenda-Edina-Eguafo-Abirem Municipal,Kissi Health Centre,Health Centre,Kissi,Government,5.08749,-1.50592
Central,Komenda-Edina-Eguafo-Abirem Municipal,Ankaful RCH,RCH,Ankaful,Government,5.15115,-1.31842
Central,Komenda-Edina-Eguafo-Abirem Municipal,Benyadze CHPS,CHPS,Benyadze,Government,5.1171,-1.44572
Central,Komenda-Edina-Eguafo-Abirem Municipal,Antseamboa CHPS,CHPS,Antseamboa,Government,5.15486,-1.57947
Central,Komenda-Edina-Eguafo-Abirem Municipal,Komenda Health Centre,Health Centre,Komenda,Government,5.05282,-1.49313
Central,Komenda-Edina-Eguafo-Abirem Municipal,Good Sheperd Maternity Home,Maternity Home,,Private,5.05282,-1.49313
Central,Komenda-Edina-Eguafo-Abirem Municipal,Bando Han-Medical Centre,Clinic,,Private,5.05282,-1.49313
Central,Komenda-Edina-Eguafo-Abirem Municipal,Abeyee CHPS,CHPS,Abeyee,Government,5.05282,-1.49313
Central,Komenda-Edina-Eguafo-Abirem Municipal,Berase CHPS,CHPS,Berase,Government,5.05282,-1.49313
Central,Komenda-Edina-Eguafo-Abirem Municipal,S.A.P CHPS,CHPS,,Government,5.05282,-1.49313
